pair_id,true_direction,weight,pair_name,variable_x,variable_y,n_raw,n_finite,data_url,description_url,cache_sha256,continuous_continuous,basis,time_space
80,2,0.3334,Net Ecosystem Productivity / Direct PPFDdir,Net Ecosystem Productivity,Direct PPFDdir,721,721,https://webdav.tuebingen.mpg.de/cause-effect/pair0080.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0080_des.txt,28c1f7f8debac18e0b0bff2c10a1e36106bd4f41eedfe62d3347b56ed94b29cd,yes,Ecosystem carbon flux and direct photon flux density at same DE-Hai tower,temporal
81,1,0.3333,"Temperature / Local CO2 flux, BE-Bra",Temperature,"Local CO2 flux, BE-Bra",365,365,https://webdav.tuebingen.mpg.de/cause-effect/pair0081.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0081_des.txt,c4cc9c98aad331ba6854d9b6c02ef4889f06f343a195a4ed49567d3cb8b90637,yes,Temperature and nightly CO2 flux at BE-Bra; 365 nightly measurements,temporal
82,1,0.3333,"Temperature / Local CO2 flux, DE-Har",Temperature,"Local CO2 flux, DE-Har",365,365,https://webdav.tuebingen.mpg.de/cause-effect/pair0082.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0082_des.txt,f890dba0ebbf00751ff1dd537e836a38ca79a0d813cc1ddc00b70186a085f296,yes,Temperature and nightly CO2 flux at DE-Har; 365 nightly measurements,temporal
83,1,0.3334,"Temperature / Local CO2 flux, US-PFa",Temperature,"Local CO2 flux, US-PFa",365,365,https://webdav.tuebingen.mpg.de/cause-effect/pair0083.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0083_des.txt,4c172a2a8ec34689f57fab60bf8ec4961b2890881b404b75979cd55a3b94d171,yes,Temperature and nightly CO2 flux at US-PFa; 365 nightly measurements,temporal
84,2,1.0,Employment / Population,Employment,Population,3102,3102,https://webdav.tuebingen.mpg.de/cause-effect/pair0084.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0084_des.txt,161900f07a9011e0452a1192eaf39ed04f91c37928e1963432f59f890c337b1e,no,Logarithms of employment and population counts; transformation does not make count support continuous,spatial
85,1,1.0,Time of measurement / Protein content of milk,Time of measurement,Protein content of milk,994,994,https://webdav.tuebingen.mpg.de/cause-effect/pair0085.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0085_des.txt,07eec63dafd40a415c87e0901d96c99b5e7ff57f978b8c1362b98e043c83eb39,no,Time explicitly recorded as weekly index 1-14; repeated measurements of 71 cows,temporal_repeated_subject
86,1,1.0,Size of apartment / Monthly rent,Size of apartment,Monthly rent,666,666,https://webdav.tuebingen.mpg.de/cause-effect/pair0086.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0086_des.txt,2d5ebf8d266797c806733ae242ced13c4ecce2017eabd5aad2e9f03b7d8f95b9,yes,Apartment floor area and monthly rent are measured quantitative physical and monetary amounts,not_documented
87,1,1.0,Temperature / Total snow,Temperature,Total snow,7753,7753,https://webdav.tuebingen.mpg.de/cause-effect/pair0087.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0087_des.txt,c065596405ac25464d448566de46958d9c800e1bc5ec988984234de534e40883,yes,Daily mean temperature and total snowfall depth in cm,temporal
88,1,1.0,Age / Relative spinal bone mineral density,Age,Relative spinal bone mineral density,261,261,https://webdav.tuebingen.mpg.de/cause-effect/pair0088.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0088_des.txt,6e8af0542dde395b5f04a70d9d1f3976a7e6745d185b51ae4d71c4577b95a0b3,ambiguous,Child age and relative spinal bone density; first observation per child; age resolution unstated,not_documented
89,2,0.25,root decomposition Oct (grassl) / root decomposition Oct (grassl),root decomposition Oct (grassl),root decomposition Oct (grassl),131,131,https://webdav.tuebingen.mpg.de/cause-effect/pair0089.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0089_des.txt,bbf86c7352da2987cd661509dd44ab782c77d6ecadfb72d805426a033193a1ae,yes,Root mass loss percentages at two dates in forest plots,spatial_repeated_plot
90,2,0.25,root decomposition Oct (forest) / root decomposition Oct (forest),root decomposition Oct (forest),root decomposition Oct (forest),126,126,https://webdav.tuebingen.mpg.de/cause-effect/pair0090.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0090_des.txt,6ed926e0a7608e1d9aeaaf1ca4a727de8cbe9db0aeeb820e18e2ca361356c00b,yes,Root mass loss percentages at two dates in grassland plots,spatial_repeated_plot
91,1,0.25,clay cont. in soil (forest) / soil moisture,clay cont. in soil (forest),soil moisture,149,149,https://webdav.tuebingen.mpg.de/cause-effect/pair0091.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0091_des.txt,a68c8b7e0774b087843862ee5180218709580d8414b08eae5e0e4ab0b33681b4,yes,Clay content and soil moisture percentage in forest plots,spatial
92,2,0.25,organic carbon in soil (forest) / clay cont. in soil (forest),organic carbon in soil (forest),clay cont. in soil (forest),150,150,https://webdav.tuebingen.mpg.de/cause-effect/pair0092.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0092_des.txt,7eada8e1d5b3cc8c155e17d8f28f5f40bf975b21fc72e254921f674db51a9fae,yes,Organic carbon and clay concentrations in forest plots,spatial
93,1,1.0,precipitation / runoff,precipitation,runoff,432,432,https://webdav.tuebingen.mpg.de/cause-effect/pair0093.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0093_des.txt,ba8565537e3ca78fcf806c0939359136603ee2919b11df2a26beab4b6404944b,yes,Long-term mean precipitation and runoff in mm per day across river catchments,spatial
94,1,0.3333,hour of day / temperature,hour of day,temperature,9504,9504,https://webdav.tuebingen.mpg.de/cause-effect/pair0094.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0094_des.txt,bc790da5c5690f7e8ff30acc3dda15ebafa299468c64be6c20fe794093cf6407,ambiguous,Hour of day and temperature; metadata does not specify hour integer coding or time resolution,temporal
95,1,0.3333,hour of day / electricity load,hour of day,electricity load,9504,9504,https://webdav.tuebingen.mpg.de/cause-effect/pair0095.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0095_des.txt,4f7fa7bce6e6e92a68c4e794e215319553182dff2b6bd323799168cad2f8608b,ambiguous,Hour of day and electricity load; metadata does not specify hour integer coding or time resolution,temporal
96,1,0.3333,temperature / electricity load,temperature,electricity load,9504,9504,https://webdav.tuebingen.mpg.de/cause-effect/pair0096.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0096_des.txt,06c31e7e554763000a5de25015d6110f9b0392e4594eeb47043c31644ecd510c,yes,Temperature and electricity load in MWh from same regional energy distributor,temporal
97,1,0.2,speed at the beginning / speed at the end,speed at the beginning,speed at the end,202,202,https://webdav.tuebingen.mpg.de/cause-effect/pair0097.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0097_des.txt,36a4f5a1df84b7e537316514c713298ba26aa89201374a0dafb5cd67c5449a47,yes,Initial and later ball speeds measured by light barriers,experimental_sequence
98,1,0.2,speed at the beginning / speed at the end,speed at the beginning,speed at the end,94,94,https://webdav.tuebingen.mpg.de/cause-effect/pair0098.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0098_des.txt,2dc8cc9f9788be0d1beb7879eb3c9e3d8e05e63360cbc48086d220775a2b6d77,yes,Initial and later ball speeds; same apparatus as pair97 with longer acceleration zone,experimental_sequence
99,2,1.0,language test score / social-economic status family,language test score,social-economic status family,2287,2287,https://webdav.tuebingen.mpg.de/cause-effect/pair0099.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0099_des.txt,90c686c12f561582cc2ac441f91d4c6464a26c1d820fd3bf9436afb81425b777,ambiguous,Language test score and family socioeconomic status; scale discreteness unspecified; school clustering,clustered_school
100,1,1.0,cycle time of CPU / performance,cycle time of CPU,performance,209,209,https://webdav.tuebingen.mpg.de/cause-effect/pair0100.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0100_des.txt,f3e2a778c14b749760067e6dc95177bd3b9811b5da689250457f8dfc7662a913,yes,Log cycle time and relative CPU benchmark performance are quantitative measured magnitudes,not_documented
101,1,0.5,grey value of a pixel / brightness of the screen,grey value of a pixel,brightness of the screen,300,300,https://webdav.tuebingen.mpg.de/cause-effect/pair0101.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0101_des.txt,61e24685006007d9cf5f580dbd9708cb6f54fedbcc19859724fe55f48127d926,no,Digital image pixel grey value and photodiode intensity; finite digital grey scale is discrete,experimental_sequence
102,1,0.2,position of a ball / time for passing a track segment,position of a ball,time for passing a track segment,109,109,https://webdav.tuebingen.mpg.de/cause-effect/pair0102.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0102_des.txt,c7325e5191684d04b144029553b4663d611349f43bcfaaaa5e06dadd03f1da21,yes,Ball starting position and first passing-time interval; same run as pairs103-104,experimental_sequence
103,1,0.2,position of a ball / time for passing a track segment,position of a ball,time for passing a track segment,109,109,https://webdav.tuebingen.mpg.de/cause-effect/pair0103.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0103_des.txt,9ce1a2440a9f50810225f9a63fa7095c38e71155ae8862296298c3c66fcccd6c,yes,Ball starting position and second passing-time interval; same run as pairs102-104,experimental_sequence
104,1,0.2,time for passing 1. segment / time for passing 2. segment,time for passing 1. segment,time for passing 2. segment,109,109,https://webdav.tuebingen.mpg.de/cause-effect/pair0104.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0104_des.txt,bd8b5f5bca48af862d3e884d156cf0d3882381fb744434886c1833a304888fc3,yes,First and second passing-time intervals; same run as pairs102-103,experimental_sequence
106,2,1.0,time required for one round / voltage,time required for one round,voltage,114,114,https://webdav.tuebingen.mpg.de/cause-effect/pair0106.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0106_des.txt,f77deba332570126a6332be9106ea94f12b2fff895cda1468925b57cb9ceaf8b,yes,Locomotive round-trip time and applied voltage are physical continuous quantities,experimental_sequence
107,1,1.0,strength of contrast / answer correct or not,strength of contrast,answer correct or not,240,240,https://webdav.tuebingen.mpg.de/cause-effect/pair0107.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0107_des.txt,b4cff5bd3b3ee202ec04c81f8d62a484bd6ed63ce269c57066d75da3eb343d06,no,Metadata explicitly states discrete contrast steps and binary correct-response indicator,clustered_subject
108,2,1.0,time for 1/6 rotation / temperature,time for 1/6 rotation,temperature,112,112,https://webdav.tuebingen.mpg.de/cause-effect/pair0108.txt,https://webdav.tuebingen.mpg.de/cause-effect/pair0108_des.txt,3680d0d89b80c5fbd5cab5a491a95296cd17e198614eeebb7bbe2f63a26c11dc,yes,Stirling engine rotation duration and heat-bath temperature are physical continuous quantities,possible_temporal
